Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      8.95     0.00        1     0.00     0.00  std::vector<geometry::dataPoint, std::allocator<geometry::dataPoint> >::reserve(unsigned long)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2015 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.11% of 8.95 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     97.4    0.00    8.72                 geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::simplification<>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1]
                0.00    8.48       1/1           geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::setupCollapsingSet() [3]
                0.00    0.21       1/1           geometry::DataGeo::DataGeo(geometry::projection<geometry::Triangle>*, double const&, double const&, double const&) [10]
                0.00    0.01       1/1           geometry::projection<geometry::Triangle>::projection<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [38]
                0.01    0.00       1/1           geometry::intersection<geometry::Triangle>::intersection(geometry::bmesh<geometry::Triangle> const*) [55]
                0.00    0.00       1/1           void geometry::structuredData<geometry::Triangle>::refresh<(geometry::MeshType)1>(geometry::bmeshInfo<geometry::Triangle, (geometry::MeshType)1> const&) [64]
                0.00    0.00       1/1           geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::findDontTouchId() [135]
-----------------------------------------------
                0.03    8.45    7560/7560        geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::setupCollapsingSet() [3]
[2]     94.8    0.03    8.45    7560         geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::getCost(unsigned int const&, unsigned int const&) [2]
                0.38    5.44 37469251/37469251     geometry::intersection<geometry::Triangle>::intersect(unsigned int const&, unsigned int const&) const [4]
                2.17    0.02  196638/196638      geometry::structuredData<geometry::Triangle>::getNeighbouringElements(unsigned int const&) const [7]
                0.20    0.05   34156/34156       geometry::structuredData<geometry::Triangle>::update(std::vector<unsigned int, std::allocator<unsigned int> > const&) [9]
                0.01    0.05   26613/53286       geometry::projection<geometry::Triangle>::project(std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [14]
                0.01    0.05   21048/21048       geometry::DataGeo::imp_getCost(unsigned int const&, unsigned int const&, geometry::geoPoint<3u> const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) const [21]
                0.00    0.03    7543/15103       geometry::meshInfo<geometry::Triangle, (geometry::MeshType)1>::getDataModifiedInEdgeCollapsing(std::vector<unsigned int, std::allocator<unsigned int> > const&) const [22]
                0.00    0.01    7543/15103       geometry::bconnect<geometry::Triangle, (geometry::MeshType)1>::undoEdgeCollapse(unsigned int const&, unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [27]
                0.00    0.01   26613/53286       geometry::projection<geometry::Triangle>::undo(std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<std::pair<geometry::geoPoint<3u>, std::vector<unsigned int, std::allocator<unsigned int> > >, std::allocator<std::pair<geometry::geoPoint<3u>, std::vector<unsigned int, std::allocator<unsigned int> > > > > const&) [30]
                0.00    0.01    7543/15103       geometry::bconnect<geometry::Triangle, (geometry::MeshType)1>::applyEdgeCollapse(unsigned int const&, unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [34]
                0.01    0.00  159678/205004      std::pair<std::_Rb_tree_iterator<unsigned int>, bool> std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_insert_unique<unsigned int>(unsigned int&&) [47]
                0.00    0.00    7543/59888       geometry::set_intersection(geometry::graphItem const&, geometry::graphItem const&) [39]
                0.00    0.00    7543/15103       geometry::bconnect<geometry::Triangle, (geometry::MeshType)1>::restoreElem2Node(unsigned int const&, unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [60]
                0.00    0.00    7543/15103       geometry::set_symmetric_difference(geometry::graphItem const&, geometry::graphItem const&) [61]
                0.00    0.00   22629/5165413     std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_erase(std::_Rb_tree_node<unsigned int>*) [18]
                0.00    0.00    7543/157180      geometry::set_union(geometry::graphItem const&, geometry::graphItem const&) [58]
                0.00    0.00   63414/1964268     geometry::geoPoint<3u>::~geoPoint() [57]
                0.00    0.00  262170/267210      geometry::bmeshInfo<geometry::Triangle, (geometry::MeshType)1>::getNormal(unsigned int const&) const [78]
                0.00    0.00  198756/198756      geometry::bmeshInfo<geometry::Triangle, (geometry::MeshType)1>::getTriArea(unsigned int const&) const [82]
                0.00    0.00   53226/212293      std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::erase(unsigned int const&) [80]
                0.00    0.00   34156/68389       geometry::point::operator=(geometry::point const&) [85]
                0.00    0.00   26613/114138      geometry::point::~point() [84]
                0.00    0.00    7543/15103       geometry::DataGeo::imp_getPointsList(unsigned int const&, unsigned int const&) const [96]
                0.00    0.00    6730/6730        std::pair<std::__detail::_Node_iterator<geometry::collapseInfo, true, true>, bool> std::_Hashtable<geometry::collapseInfo, geometry::collapseInfo, std::allocator<geometry::collapseInfo>, std::__detail::_Identity, std::equal_to<geometry::collapseInfo>, std::hash<geometry::collapseInfo>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::_M_emplace<unsigned int const&, unsigned int const&, double const&, geometry::geoPoint<3u> const&>(std::integral_constant<bool, true>, unsigned int const&, unsigned int const&, double const&, geometry::geoPoint<3u> const&) [102]
                0.00    0.00    6730/6730        std::pair<std::_Rb_tree_iterator<geometry::collapsingEdge>, bool> std::_Rb_tree<geometry::collapsingEdge, geometry::collapsingEdge, std::_Identity<geometry::collapsingEdge>, std::less<geometry::collapsingEdge>, std::allocator<geometry::collapsingEdge> >::_M_emplace_unique<unsigned int const&, unsigned int const&, double&, geometry::point&>(unsigned int const&, unsigned int const&, double&, geometry::point&) [104]
-----------------------------------------------
                0.00    8.48       1/1           geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::simplification<>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1]
[3]     94.8    0.00    8.48       1         geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::setupCollapsingSet() [3]
                0.03    8.45    7560/7560        geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::getCost(unsigned int const&, unsigned int const&) [2]
-----------------------------------------------
                0.38    5.44 37469251/37469251     geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::getCost(unsigned int const&, unsigned int const&) [2]
[4]     65.0    0.38    5.44 37469251         geometry::intersection<geometry::Triangle>::intersect(unsigned int const&, unsigned int const&) const [4]
                2.46    2.99 37469251/37469251     geometry::intersection<geometry::Triangle>::intersect(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&) [5]
-----------------------------------------------
                2.46    2.99 37469251/37469251     geometry::intersection<geometry::Triangle>::intersect(unsigned int const&, unsigned int const&) const [4]
[5]     60.8    2.46    2.99 37469251         geometry::intersection<geometry::Triangle>::intersect(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&) [5]
                0.88    2.11 224811012/224811012     geometry::gutility::intSegTri(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<3u> const&, double const&, unsigned int const&, unsigned int const&) [6]
-----------------------------------------------
                0.88    2.11 224811012/224811012     geometry::intersection<geometry::Triangle>::intersect(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&) [5]
[6]     33.4    0.88    2.11 224811012         geometry::gutility::intSegTri(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<3u> const&, double const&, unsigned int const&, unsigned int const&) [6]
                1.91    0.00 224811012/224811012     geometry::gutility::intSegPlane(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, double const&) [8]
                0.18    0.00 14812170/14812170     geometry::gutility::inTri2d(geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&) [13]
                0.02    0.00 1942542/1942542     geometry::gutility::intSegSeg2d(geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&) [31]
-----------------------------------------------
                2.17    0.02  196638/196638      geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::getCost(unsigned int const&, unsigned int const&) [2]
[7]     24.5    2.17    0.02  196638         geometry::structuredData<geometry::Triangle>::getNeighbouringElements(unsigned int const&) const [7]
                0.01    0.01  196638/196638      geometry::structuredData<geometry::Triangle>::getBoundingBox(unsigned int const&) const [33]
                0.00    0.00 8401050/9952918     geometry::geoPoint<3u>::geoPoint(double const&) [74]
                0.00    0.00  393276/393276      geometry::searchPoint::searchPoint(geometry::geoPoint<3u> const&) [76]
-----------------------------------------------
                1.91    0.00 224811012/224811012     geometry::gutility::intSegTri(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<3u> const&, double const&, unsigned int const&, unsigned int const&) [6]
[8]     21.3    1.91    0.00 224811012         geometry::gutility::intSegPlane(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, double const&) [8]
-----------------------------------------------
                0.20    0.05   34156/34156       geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::getCost(unsigned int const&, unsigned int const&) [2]
[9]      2.8    0.20    0.05   34156         geometry::structuredData<geometry::Triangle>::update(std::vector<unsigned int, std::allocator<unsigned int> > const&) [9]
                0.04    0.00  287128/292168      geometry::boundingBox<3u>::boundingBox<geometry::point, geometry::point, geometry::point>(unsigned int const&, geometry::point, geometry::point, geometry::point) [25]
                0.01    0.00  287128/287128      std::_Hashtable<geometry::boundingBox<3u>, geometry::boundingBox<3u>, std::allocator<geometry::boundingBox<3u> >, std::__detail::_Identity, std::equal_to<geometry::boundingBox<3u> >, std::hash<geometry::boundingBox<3u> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, false> >::erase(std::__detail::_Node_const_iterator<geometry::boundingBox<3u>, true, true>) [45]
                0.00    0.00  574256/9952918     geometry::geoPoint<3u>::geoPoint(double const&) [74]
                0.00    0.00  287128/292168      std::_Hashtable<geometry::boundingBox<3u>, geometry::boundingBox<3u>, std::allocator<geometry::boundingBox<3u> >, std::__detail::_Identity, std::equal_to<geometry::boundingBox<3u> >, std::hash<geometry::boundingBox<3u> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, false> >::_M_insert_multi_node(std::__detail::_Hash_node<geometry::boundingBox<3u>, true>*, unsigned long, std::__detail::_Hash_node<geometry::boundingBox<3u>, true>*) [77]
-----------------------------------------------
                0.00    0.21       1/1           geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::simplification<>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1]
[10]     2.4    0.00    0.21       1         geometry::DataGeo::DataGeo(geometry::projection<geometry::Triangle>*, double const&, double const&, double const&) [10]
                0.00    0.21       1/1           geometry::DataGeo::getMaximumCosts() [12]
                0.00    0.00       1/1           geometry::DataGeo::buildQuantityOfInformation() [62]
                0.00    0.00       1/1           geometry::DataGeo::buildQs() [140]
                0.00    0.00       1/1           geometry::DataGeo::getOriginalDataPointsLocations() [139]
-----------------------------------------------
                0.02    0.19    7560/7560        geometry::DataGeo::getMaximumCosts() [12]
[11]     2.3    0.02    0.19    7560         geometry::DataGeo::getMaximumCosts(unsigned int const&, unsigned int const&) [11]
                0.02    0.05   26673/53286       geometry::projection<geometry::Triangle>::project(std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [14]
                0.00    0.06   26673/26673       geometry::DataGeo::getDecomposedCost(unsigned int const&, unsigned int const&, geometry::geoPoint<3u> const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) const [20]
                0.00    0.03    7560/15103       geometry::meshInfo<geometry::Triangle, (geometry::MeshType)1>::getDataModifiedInEdgeCollapsing(std::vector<unsigned int, std::allocator<unsigned int> > const&) const [22]
                0.01    0.01    7560/15103       geometry::bconnect<geometry::Triangle, (geometry::MeshType)1>::undoEdgeCollapse(unsigned int const&, unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [27]
                0.00    0.01   26673/53286       geometry::projection<geometry::Triangle>::undo(std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<std::pair<geometry::geoPoint<3u>, std::vector<unsigned int, std::allocator<unsigned int> > >, std::allocator<std::pair<geometry::geoPoint<3u>, std::vector<unsigned int, std::allocator<unsigned int> > > > > const&) [30]
                0.00    0.01    7560/15103       geometry::bconnect<geometry::Triangle, (geometry::MeshType)1>::applyEdgeCollapse(unsigned int const&, unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [34]
                0.00    0.00    7560/59888       geometry::set_intersection(geometry::graphItem const&, geometry::graphItem const&) [39]
                0.00    0.00    7560/15103       geometry::bconnect<geometry::Triangle, (geometry::MeshType)1>::restoreElem2Node(unsigned int const&, unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [60]
                0.00    0.00    7560/15103       geometry::set_symmetric_difference(geometry::graphItem const&, geometry::graphItem const&) [61]
                0.00    0.00   22680/5165413     std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_erase(std::_Rb_tree_node<unsigned int>*) [18]
                0.00    0.00    7560/157180      geometry::set_union(geometry::graphItem const&, geometry::graphItem const&) [58]
                0.00    0.00   53346/212293      std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::erase(unsigned int const&) [80]
                0.00    0.00   34233/68389       geometry::point::operator=(geometry::point const&) [85]
                0.00    0.00   26673/114138      geometry::point::~point() [84]
                0.00    0.00    7560/15103       geometry::DataGeo::imp_getPointsList(unsigned int const&, unsigned int const&) const [96]
-----------------------------------------------
                0.00    0.21       1/1           geometry::DataGeo::DataGeo(geometry::projection<geometry::Triangle>*, double const&, double const&, double const&) [10]
[12]     2.3    0.00    0.21       1         geometry::DataGeo::getMaximumCosts() [12]
                0.02    0.19    7560/7560        geometry::DataGeo::getMaximumCosts(unsigned int const&, unsigned int const&) [11]
-----------------------------------------------
                0.18    0.00 14812170/14812170     geometry::gutility::intSegTri(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<3u> const&, double const&, unsigned int const&, unsigned int const&) [6]
[13]     2.0    0.18    0.00 14812170         geometry::gutility::inTri2d(geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&) [13]
-----------------------------------------------
                0.01    0.05   26613/53286       geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::getCost(unsigned int const&, unsigned int const&) [2]
                0.02    0.05   26673/53286       geometry::DataGeo::getMaximumCosts(unsigned int const&, unsigned int const&) [11]
[14]     1.4    0.03    0.10   53286         geometry::projection<geometry::Triangle>::project(std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [14]
                0.04    0.02  895880/895880      geometry::projection<geometry::Triangle>::project(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, double const&, unsigned int const&, unsigned int const&) [19]
                0.01    0.01  106572/213144      geometry::connect<geometry::Triangle, (geometry::MeshType)1>::setData2Elem(unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [23]
                0.01    0.00  106572/106572      geometry::projection<geometry::Triangle>::getNewData2Elem(unsigned int const&, unsigned int const&) const [37]
                0.00    0.00 1898332/1964268     geometry::geoPoint<3u>::~geoPoint() [57]
                0.00    0.00  895880/895880      void std::vector<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int>(unsigned int&&) [75]
                0.00    0.00  266430/266431      std::vector<geometry::geoPoint<3u>, std::allocator<geometry::geoPoint<3u> > >::reserve(unsigned long) [79]
-----------------------------------------------
                                                 <spontaneous>
[15]     1.4    0.13    0.00                 geometry::gutility::inTri3d(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&) [15]
-----------------------------------------------
                0.00    0.00    5040/404226      geometry::DataGeo::buildQuantityOfInformation() [62]
                0.01    0.03  174960/404226      geometry::DataGeo::imp_getCost(unsigned int const&, unsigned int const&, geometry::geoPoint<3u> const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) const [21]
                0.02    0.04  224226/404226      geometry::DataGeo::getDecomposedCost(unsigned int const&, unsigned int const&, geometry::geoPoint<3u> const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) const [20]
[16]     1.2    0.03    0.08  404226         geometry::meshInfo<geometry::Triangle, (geometry::MeshType)1>::getQuantityOfInformation(unsigned int const&) const [16]
                0.04    0.00 1522123/1557740     std::_Rb_tree_node<unsigned int>* std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_copy<std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_Alloc_node>(std::_Rb_tree_node<unsigned int> const*, std::_Rb_tree_node<unsigned int>*, std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_Alloc_node&) [24]
                0.04    0.00 2999533/5165413     std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_erase(std::_Rb_tree_node<unsigned int>*) [18]
-----------------------------------------------
                                                 <spontaneous>
[17]     0.9    0.08    0.00                 geometry::gutility::intSegTri(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&) [17]
-----------------------------------------------
                0.00    0.00   15103/5165413     geometry::bconnect<geometry::Triangle, (geometry::MeshType)1>::restoreElem2Node(unsigned int const&, unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [60]
                0.00    0.00   15120/5165413     bool geometry::operator==<geometry::Line>(geometry::geoElement<geometry::Line> const&, geometry::geoElement<geometry::Line> const&) [65]
                0.00    0.00   17642/5165413     geometry::bmeshInfo<geometry::Triangle, (geometry::MeshType)1>::setBoundary(unsigned int const&) [59]
                0.00    0.00   22629/5165413     geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::getCost(unsigned int const&, unsigned int const&) [2]
                0.00    0.00   22680/5165413     geometry::DataGeo::getMaximumCosts(unsigned int const&, unsigned int const&) [11]
                0.00    0.00   26794/5165413     geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::~simplification() [53]
                0.00    0.00   30206/5165413     geometry::bconnect<geometry::Triangle, (geometry::MeshType)1>::restoreNode2Node(unsigned int const&, unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [36]
                0.00    0.00   47657/5165413     geometry::projection<geometry::Triangle>::getNewData2Elem(unsigned int const&, unsigned int const&) const [37]
                0.00    0.00   91547/5165413     geometry::graphItem::setConnected(std::vector<unsigned int, std::allocator<unsigned int> > const&) [63]
                0.00    0.00  213144/5165413     geometry::connect<geometry::Triangle, (geometry::MeshType)1>::setData2Elem(unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [23]
                0.00    0.00  243350/5165413     geometry::graphItem::insert(std::vector<unsigned int, std::allocator<unsigned int> > const&) [52]
                0.01    0.00  692755/5165413     geometry::meshInfo<geometry::Triangle, (geometry::MeshType)1>::getDataInvolvedInEdgeCollapsing(std::vector<unsigned int, std::allocator<unsigned int> > const&) const [29]
                0.01    0.00  727253/5165413     geometry::meshInfo<geometry::Triangle, (geometry::MeshType)1>::getDataModifiedInEdgeCollapsing(std::vector<unsigned int, std::allocator<unsigned int> > const&) const [22]
                0.04    0.00 2999533/5165413     geometry::meshInfo<geometry::Triangle, (geometry::MeshType)1>::getQuantityOfInformation(unsigned int const&) const [16]
[18]     0.7    0.07    0.00 5165413         std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_erase(std::_Rb_tree_node<unsigned int>*) [18]
-----------------------------------------------
                0.04    0.02  895880/895880      geometry::projection<geometry::Triangle>::project(std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [14]
[19]     0.7    0.04    0.02  895880         geometry::projection<geometry::Triangle>::project(geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, geometry::geoPoint<3u> const&, double const&, unsigned int const&, unsigned int const&) [19]
                0.02    0.00  895880/895880      geometry::projection<geometry::Triangle>::inTri2d(geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&, geometry::geoPoint<2u> const&) [32]
-----------------------------------------------
                0.00    0.06   26673/26673       geometry::DataGeo::getMaximumCosts(unsigned int const&, unsigned int const&) [11]
[20]     0.7    0.00    0.06   26673         geometry::DataGeo::getDecomposedCost(unsigned int const&, unsigned int const&, geometry::geoPoint<3u> const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) const [20]
                0.02    0.04  224226/404226      geometry::meshInfo<geometry::Triangle, (geometry::MeshType)1>::getQuantityOfInformation(unsigned int const&) const [16]
-----------------------------------------------
                0.01    0.05   21048/21048       geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::getCost(unsigned int const&, unsigned int const&) [2]
[21]     0.6    0.01    0.05   21048         geometry::DataGeo::imp_getCost(unsigned int const&, unsigned int const&, geometry::geoPoint<3u> const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) const [21]
                0.01    0.03  174960/404226      geometry::meshInfo<geometry::Triangle, (geometry::MeshType)1>::getQuantityOfInformation(unsigned int const&) const [16]
-----------------------------------------------
                0.00    0.03    7543/15103       geometry::simplification<geometry::Triangle, (geometry::MeshType)1, geometry::DataGeo>::getCost(unsigned int const&, unsigned int const&) [2]
                0.00    0.03    7560/15103       geometry::DataGeo::getMaximumCosts(unsigned int const&, unsigned int const&) [11]
[22]     0.6    0.00    0.06   15103         geometry::meshInfo<geometry::Triangle, (geometry::MeshType)1>::getDataModifiedInEdgeCollapsing(std::vector<unsigned int, std::allocator<unsigned int> > const&) const [22]
                0.02    0.01  157180/187386      geometry::set_difference(geometry::graphItem const&, geometry::graphItem const&) [28]
                0.00    0.02   15103/15103       geometry::meshInfo<geometry::Triangle, (geometry::MeshType)1>::getDataInvolvedInEdgeCollapsing(std::vector<unsigned int, std::allocator<unsigned int> > const&) const [29]
                0.01    0.00  727253/5165413     std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_erase(std::_Rb_tree_node<unsigned int>*) [18]
                0.00    0.00   30206/205004      std::pair<std::_Rb_tree_iterator<unsigned int>, bool> std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_insert_unique<unsigned int>(unsigned int&&) [47]
                0.00    0.00  157180/157180      geometry::graphItem::graphItem(std::vector<unsigned int, std::allocator<unsigned int> > const&, unsigned int const&) [83]
-----------------------------------------------
                0.01    0.01  106572/213144      geometry::projection<geometry::Triangle>::undo(std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<std::pair<geometry::geoPoint<3u>, std::vector<unsigned int, std::allocator<unsigned int> > >, std::allocator<std::pair<geometry::geoPoint<3u>, std::vector<unsigned int, std::allocator<unsigned int> > > > > const&) [30]
                0.01    0.01  106572/213144      geometry::projection<geometry::Triangle>::project(std::vector<unsigned int, std::allocator<unsigned int> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [14]
[23]     0.5    0.02    0.02  213144         geometry::connect<geometry::Triangle, (geometry::MeshType)1>::setData2Elem(unsigned int const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [23]
                0.01    0.00  213144/213144      geometry::connect<geometry::Triangle, (geometry::MeshType)1>::eraseDataInElem2Data(unsigned int const&) [46]
                0.00    0.01  213144/243350      geometry::graphItem::insert(std::vector<unsigned int, std::allocator<unsigned int> > const&) [52]
                0.00    0.00  213144/5165413     std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_erase(std::_Rb_tree_node<unsigned int>*) [18]
-----------------------------------------------
